id,source,sentence_1,sentence_2,label,binary-label,target
boostcamp-sts-v1-dev-002,nsmc-rtt,이번 년도에 본 영화 중 가장 최악의 영화......,올해 본 영화 중 최악...,4.0,1.0,4.3
boostcamp-sts-v1-dev-021,nsmc-rtt,영화의 야한얘기가 한편으로 우리가 생각하는 무엇인가와 통하는것같다.,한편으로 이 영화의 음란한 이야기는 우리가 생각하는 것과 관련이 있는 것 같습니다.,3.8,1.0,3.6
boostcamp-sts-v1-dev-027,nsmc-rtt,초등학생 졸업 작품?,초등학교 졸업작품?,4.4,1.0,4.1
boostcamp-sts-v1-dev-041,nsmc-rtt,그래도뭐...볼만은했음 이휘재씨덕분에..,암튼.. 볼만했어요 이휘재님 덕분에...,4.2,1.0,4.1
boostcamp-sts-v1-dev-043,nsmc-rtt,"원작이 좋은지는 모르겠으나,개인적으로 이영화만본 나는 지루함+영화의 어색함을 느꼈다.",원작이 좋은지는 모르겠지만 개인적으로 이 영화를 보고 나서 영화의 지루함 + 어색함을 느꼈다.,4.6,1.0,4.4
boostcamp-sts-v1-dev-058,nsmc-rtt,제발 진짜 무한도전 ㅠ 이름처럼 계속 이어가면 좋겠어요..ㅠ,제발 진짜 무한도전이다 ㅠ 이름처럼 계속 이어졌으면 좋겠다.. ㅠ,4.4,1.0,4.4
boostcamp-sts-v1-dev-064,nsmc-rtt,"인류의 기원, 불의 사용, 자본주의에 대한 비판, 맑시즘에 대한 영화만의 해석, 자연 회기의 필요성 등 정말 한 영화에서 보여줄 수 있는 최고의 재미를 선사한다.","인류의 기원, 불의 사용, 자본주의에 대한 비판, 마르크스주의에 대한 이 영화의 유일한 해석, 그리고 자연적 재회의 필요성은 진정 한 편의 영화가 보여줄 수 있는 최고의 재미를 선사한다.",4.0,1.0,4.2
boostcamp-sts-v1-dev-096,nsmc-rtt,영화는 진짜 후회안할 만큼 매력적이다,후회하지 않을 만큼 매력적인 영화다.,4.2,1.0,4.3
boostcamp-sts-v1-dev-103,nsmc-rtt,내몸의 세포가 모두 죽는 느낌이 들었다.,내 몸의 모든 세포가 죽어가는 것 같았다.,4.2,1.0,4.3
boostcamp-sts-v1-dev-118,nsmc-rtt,이 영화를 보실 분은 이 영화보다 파라노말액티비티를 보실 것을 권합니다.,이 영화를 보고 싶다면 이 영화보다 파라노말 액티비티를 보는 것을 추천한다.,4.4,1.0,4.5
boostcamp-sts-v1-dev-121,nsmc-rtt,비록사고로인해장애인이되엇던분들용기를잃지않을려는모습이가슴에와닳앗네요,사고로 인해 장애인이 된 분들의 용기를 잃지 않으려고 애쓰는 모습이 마음에 와도 닳고 맙니다.,3.6,1.0,4.3
boostcamp-sts-v1-dev-133,nsmc-rtt,액션과 신파에 의존하는 그의 영화 중 머리 비우고 볼 수 있는 영화가 있어서 좋지만 이 영화는 유치해서 못볼 지경.,액션과 뉴 웨이브에 의존하는 그의 영화 중에는 머리를 비우고 볼 수 있는 영화가 있지만 이 영화는 너무 유치하다.,3.6,1.0,4.0
boostcamp-sts-v1-dev-154,nsmc-rtt,남들과다르다는이유만으로 억울한 죽음을 당한 브랜든 티나의 명복을 빕니다,다른 사람들과 다르다는 이유로 부당한 죽음을 당하신 나머지 Brandon Tina를 위해 기도합니다.,4.6,1.0,3.6
boostcamp-sts-v1-dev-182,nsmc-rtt,역시 스탠리 큐브릭. 최고다,역시 스탠리 큐브릭. 최고,4.6,1.0,4.7
boostcamp-sts-v1-dev-185,nsmc-rtt,오랜만에 진짜 개그영화를 봤네요.,오랜만에 리얼 개그 영화를 봤다.,4.0,1.0,4.4
boostcamp-sts-v1-dev-187,nsmc-rtt,기타노 타케시의 연기는 정말.. 그사람을 연기한다,키타노 타케시의 연기는 정말.. 그 사람을 연기합니다.,4.6,1.0,3.5
boostcamp-sts-v1-dev-193,nsmc-rtt,엑소 오빠들 사랑해요,사랑해요 엑소 오빠들,4.6,1.0,4.6
boostcamp-sts-v1-dev-205,nsmc-rtt,엔딩땜에 점수높게준다.,엔딩은 당신에게 더 높은 점수를 제공합니다.,2.6,1.0,2.6
boostcamp-sts-v1-dev-211,nsmc-rtt,"내가 이 영화에 처음으로 평점 남기는거라 잘 좀 주고 싶지만, 시간동안 서로 농담따먹기 및 추억팔이만 하다 나머지 분도 아무것도 없이 끝난다","이 영화에 평점을 남기는 것은 처음이라 칭찬을 좀 드리고 싶지만 일단은 그냥 장난치고 추억팔고 있고, 나머지는 아무 것도 없이 끝납니다.",4.0,1.0,3.7
boostcamp-sts-v1-dev-216,nsmc-rtt,이 영화의 그 암울하고 비장미 넘치는 음악이 아직도 잊혀지지않는다.,이 영화의 어둡고 장밋빛 음악은 여전히 나를 괴롭힌다.,2.0,0.0,2.8
boostcamp-sts-v1-dev-220,nsmc-rtt,이홍기가 캐스팅미스다,이홍기는 캐스팅 미스다.,4.8,1.0,4.5
boostcamp-sts-v1-dev-255,nsmc-rtt,고민없이 만든 로맨틱물.,고민 없이 만든 로맨스 영화.,3.4,1.0,4.5
boostcamp-sts-v1-dev-266,nsmc-rtt,오글거린다 답답하다 ㅉ,"속이 쓰리다, 답답하다.",2.6,1.0,3.7
boostcamp-sts-v1-dev-272,nsmc-rtt,이 드라마의 히트는 훗날 사극들에 지대한 영향을 끼쳤다.,이 드라마의 흥행은 후대의 사극에 지대한 영향을 미쳤다.,4.4,1.0,4.3
boostcamp-sts-v1-dev-279,nsmc-rtt,"독일장교옆에서 피아노 연주, 전쟁 생존기, 키큰남자가 가장 기억에 남는다.","독일 장교 옆에서 피아노 치는 것, 전쟁에서 살아남은 것, 키 큰 남자가 가장 기억에 남는다.",4.2,1.0,4.5
boostcamp-sts-v1-dev-280,nsmc-rtt,대부분 편에서 인물의 기본 베이스 깐다고 약간의 루즈함이 있지만 그 속편에서 제대로 된 재미를 보여주고 있다.,"대부분의 캐릭터들의 기본 베이스가 약간 헐거워진 부분이 있지만, 속편에서는 리얼한 재미를 보여주고 있다.",3.6,1.0,3.3
boostcamp-sts-v1-dev-302,nsmc-rtt,"과거의 기독교는 권력을 목적으로 사람을 세뇌시켜 통치했지만, 문명화된 오늘날의 기독교는 법치주의와 민주주의로 인해 권력을 못잡기에 돈을 목적으로 사람들을 세뇌시키고 있지...",과거 기독교는 권력을 위해 통치하기 위해 사람들을 세뇌했지만 오늘날의 문명화된 기독교는 법치와 민주주의로 인해 권력을 얻을 수 없기 때문에 돈을 위해 사람들을 세뇌하고 있습니다.,3.8,1.0,4.3
boostcamp-sts-v1-dev-319,nsmc-rtt,그의 등장만으로 눈물이 날뻔 했다,그의 등장만으로도 눈물이 날 뻔했다.,4.8,1.0,4.6
boostcamp-sts-v1-dev-330,nsmc-rtt,걍 고전 스릴러 재미없음,꽤 볼만한 스릴러.,0.8,0.0,0.8
boostcamp-sts-v1-dev-354,nsmc-rtt,영화 '플러스 원'과 언뜻 비슷한 느낌이 들기도 했지만...허접하고 어설프기 짝이 없었던 배우들 연기와 전개....,얼핏보면 영화 '플러스원'과 비슷한 느낌이었지만...,2.8,1.0,2.9
boostcamp-sts-v1-dev-361,nsmc-rtt,혜고언니도 짱 이쁨,혜고언니도 이쁘다,3.8,1.0,4.3
boostcamp-sts-v1-dev-385,nsmc-rtt,몇마디 안되는 그의 대사가 가슴을 후벼판다.,그의 몇 줄의 대화가 마음을 아프게 합니다.,3.8,1.0,2.7
boostcamp-sts-v1-dev-390,nsmc-rtt,편보다 편이 더 재밌는 영화... 편부터는 보지마,본편보다 영화가 더 재밌어... 본편은 보지마,1.6,0.0,3.5
boostcamp-sts-v1-dev-413,nsmc-rtt,아무 주제를 찾을 수 없는 영화,주제를 찾을 수 없는 영화,4.2,1.0,4.6
boostcamp-sts-v1-dev-414,nsmc-rtt,내일죽거도 저런 사랑한번 해봐씀 길지않은인생 후회없시 삽니다,내일 죽어도 그런 사랑을 한 번 해보세요. 후회 없이 짧은 인생을 살아라,3.6,1.0,3.4
boostcamp-sts-v1-dev-418,nsmc-rtt,"최고의 조폭영화인듯 싶고, 조폭미화가 먹혔던 최후의 작품으로 기억하고싶었는데 친구, 두사부일체가 예상외의 흥행을 해서 씁슬했던적이 있다.",최고의 조폭 영화라고 생각했고 조폭 미화 작업을 한 마지막 작품으로 기억하고 싶었지만 한때 친구와 두 남편이 박스오피스에서 예상치 못한 공연을 해서 씁쓸했다.,2.6,1.0,3.4
boostcamp-sts-v1-dev-437,nsmc-rtt,최악의영화 재미도없고 감동도없고 류 신파영화,재미도없고 감동도없고,2.8,1.0,3.2
boostcamp-sts-v1-dev-443,nsmc-rtt,레미제라블을 각색한 듯한 느낌이 드는 평작,레미제라블을 각색한 듯한 평평한 작품,3.6,1.0,3.1
boostcamp-sts-v1-dev-446,nsmc-rtt,청각을 잃었을때에 나도 같이 잃은 기분을 느꼈다.,"내가 청력을 잃었을 때, 나는 같은 느낌을 받았습니다.",3.2,1.0,3.7
boostcamp-sts-v1-dev-465,nsmc-rtt,나이틀리 역의 제레미 노덤..너무 멋져요.,나이틀리 역의 제레미 노덤...너무 멋집니다.,4.4,1.0,4.6
boostcamp-sts-v1-dev-473,nsmc-rtt,거부감은 들지만 신선하고 재밌다,거부되었지만 신선하고 재미있습니다.,3.0,1.0,4.1
boostcamp-sts-v1-dev-476,nsmc-rtt,클래맨타인이후 깜놀한영화 시간이정말아까왔구요 이상하게 잠도안와ㅠㅠ,클레멘타인에 이어 깜짝 영화시간이 다가오고 이상하게 잠이 오지 않는다 ㅠㅠ,3.8,1.0,3.8
boostcamp-sts-v1-dev-495,nsmc-rtt,너무 산만하고 시끄럽고 재미없음,재미없어도 너무없어,2.8,1.0,2.2
boostcamp-sts-v1-dev-507,nsmc-rtt,눈물이 난다...T T,눈물난다...TT,4.8,1.0,4.6
boostcamp-sts-v1-dev-510,nsmc-rtt,주식할 때 빛지면 골로간다,스타킹 때 빛나면 골로 간다,1.2,0.0,2.8
boostcamp-sts-v1-dev-512,nsmc-rtt,이번 영화 너무 재밌게 잘 봤구요.,간만에 한국영화 정말 잼있게 봤습니다.,3.0,1.0,3.5
boostcamp-sts-v1-dev-522,nsmc-rtt,"러닝타임이 더 길고 맥어보이가 더 많이 나왔으면 하는 바람이 있었지만, 제임스 맥어보이의 몇 번의 등장만으로도 이 영화는 십점짜리다 ㅁㅊ 사랑해요","러닝타임이 더 길고 맥어보이가 더 많았으면 좋았을 텐데, 제임스 맥어보이가 몇 번 출연해서 이 영화에 10점을 줬습니다. 사랑해요.",4.0,1.0,4.2
boostcamp-sts-v1-dev-549,nsmc-rtt,다소 허접한 영상도 군데군데 있음.,엉뚱한 영상도 몇 개 있습니다.,2.2,0.0,3.5
